date,pm25
2017-01-01,12.4483849721122
2017-01-02,13.2598715147691
2017-01-03,14.4303809583373
2017-01-04,3.56819606032336
2017-01-05,11.6204507178868
2017-01-06,20.6439165892044
2017-01-07,6.72628460808725
2017-01-08,18.7983572820316
2017-01-09,20.013700224243
2017-01-10,14.1224521390121
2017-01-11,1.68213955066805
2017-01-12,8.45226620385941
2017-01-13,4.48960223983881
2017-01-14,17.4732796309115
2017-01-15,10.3588806342534
2017-01-16,11.8502364996719
2017-01-17,9.98589115769907
2017-01-18,15.1220938047762
2017-01-19,22.2865896451998
2017-01-20,12.9646445844523
2017-01-21,11.1702764674593
2017-01-22,7.45323708364354
2017-01-23,13.3083569536113
2017-01-24,11.7107746919688
2017-01-25,8.15335792610717
2017-01-26,11.8422435870343
2017-01-27,6.23542384704954
2017-01-28,4.8398842550213
2017-01-29,11.8966727170394
2017-01-30,2.59111782315053
2017-01-31,11.5985178585015
2017-02-01,15.4505929063288
2017-02-02,12.081981909661
2017-02-03,11.3367190216319
2017-02-04,17.2231283352988
2017-02-05,12.0698140522222
2017-02-06,9.40128414503927
2017-02-07,14.8722009753426
2017-02-08,6.83888815942015
2017-02-09,0
2017-02-10,16.3954823046928
2017-02-11,6.27196679016956
2017-02-12,7.52422484973122
2017-02-13,10.2647011353904
2017-02-14,7.18475702113628
2017-02-15,3.2604979065106
2017-02-16,0
2017-02-17,15.3723030142978
2017-02-18,4.23181161076479
2017-02-19,0.933348680524256
2017-02-20,10.7305714603211
2017-02-21,7.75683808460858
2017-02-22,6.88925027264457
2017-02-23,8.9007066604549
2017-02-24,8.3815066575526
2017-02-25,5.23409135268219
2017-02-26,5.23839692130048
2017-02-27,13.6492278948755
2017-02-28,3.52577367021599
2017-03-01,1.91192797792578
2017-03-02,0
2017-03-03,11.3404970195904
2017-03-04,14.6566431638465
2017-03-05,9.88544755957143
2017-03-06,4.74321071872908
2017-03-07,2.87745898403533
2017-03-08,12.5160393971143
2017-03-09,14.0558102984381
2017-03-10,13.3742240783164
2017-03-11,13.8500541885821
2017-03-12,13.0233677912005
2017-03-13,2.39587366335878
2017-03-14,11.5356048379876
2017-03-15,13.4926113719676
2017-03-16,9.28827557956276
2017-03-17,10.3313756648635
2017-03-18,11.9901401133474
2017-03-19,4.81874092014797
2017-03-20,6.42324037314428
2017-03-21,13.7951325036261
2017-03-22,7.87962213940797
2017-03-23,8.79565672653978
2017-03-24,6.88935687747466
2017-03-25,3.5583965067297
2017-03-26,0
2017-03-27,8.36098687179336
2017-03-28,12.2752131677911
2017-03-29,7.69698491533527
2017-03-30,4.35680561231702
2017-03-31,5.2276885838296
2017-04-01,0
2017-04-02,13.4120761724541
2017-04-03,7.83935097845782
2017-04-04,10.9416785396158
2017-04-05,5.23647301621734
2017-04-06,10.8253932367284
2017-04-07,1.36334225596711
2017-04-08,4.31431413541699
2017-04-09,5.43214705678784
2017-04-10,16.909671971645
2017-04-11,13.0857055018347
2017-04-12,12.5681924168197
2017-04-13,2.86067341232448
2017-04-14,10.6379690925148
2017-04-15,10.1260178508231
2017-04-16,9.94163257024533
2017-04-17,10.7767830234794
2017-04-18,11.5139351852878
2017-04-19,13.1535233734611
2017-04-20,10.0728004839765
2017-04-21,2.3476469490954
2017-04-22,14.067888259549
2017-04-23,17.5280118656143
2017-04-24,19.2939434523711
2017-04-25,5.55162344353856
2017-04-26,8.2769851745614
2017-04-27,11.8965935053913
2017-04-28,8.43023257724276
2017-04-29,10.9079564983199
2017-04-30,14.9167028134565
2017-05-01,10.376493826904
2017-05-02,9.41174278345614
2017-05-03,3.13970906322363
2017-05-04,15.5056517645703
2017-05-05,5.8492965831524
2017-05-06,12.4620026573575
2017-05-07,5.25806989311751
2017-05-08,11.9391133412686
2017-05-09,3.5104853166495
2017-05-10,14.1113538784731
2017-05-11,11.8325947324036
2017-05-12,8.39263259479108
2017-05-13,11.2839953236842
2017-05-14,14.0794286698714
2017-05-15,4.79354019969835
2017-05-16,20.8749471760067
2017-05-17,9.64397027932838
2017-05-18,4.85708184376121
2017-05-19,4.83540489061725
2017-05-20,12.7185995586762
2017-05-21,14.2517994857107
2017-05-22,13.7984108948613
2017-05-23,17.004444768692
2017-05-24,11.9861225469324
2017-05-25,12.9764629307541
2017-05-26,18.1444896384948
2017-05-27,11.7905305171712
2017-05-28,8.06602988742502
2017-05-29,8.35179918505425
2017-05-30,12.6946168347619
2017-05-31,12.7496377844159
2017-06-01,17.5922820736671
2017-06-02,19.7997243808835
2017-06-03,11.0347386329555
2017-06-04,2.83798239770589
2017-06-05,5.51077077261329
2017-06-06,2.34446899311435
2017-06-07,7.07935352407046
2017-06-08,0.113269291936485
2017-06-09,13.3446264794316
2017-06-10,2.00163262845988
2017-06-11,7.61881155739622
2017-06-12,2.22583221071598
2017-06-13,11.9135678077843
2017-06-14,5.05091047038943
2017-06-15,17.6734344420639
2017-06-16,5.10170060183306
2017-06-17,13.8257547508489
2017-06-18,15.7105771895708
2017-06-19,12.1485851374048
2017-06-20,0
2017-06-21,12.7054552629189
2017-06-22,10.5071161130534
2017-06-23,10.4751711963333
2017-06-24,15.9943545528256
2017-06-25,13.3332295931689
2017-06-26,8.01046521578181
2017-06-27,11.4502140453904
2017-06-28,1.98783820151041
2017-06-29,14.3497859548308
2017-06-30,7.05341681556067
2017-07-01,8.39511835050345
2017-07-02,11.3993423036693
2017-07-03,10.1704896127568
2017-07-04,13.5741315547882
2017-07-05,10.9963429594173
2017-07-06,10.1409667408717
2017-07-07,2.71739633768677
2017-07-08,17.0088928986737
2017-07-09,13.1057966224264
2017-07-10,12.7095890369482
2017-07-11,6.22602972506684
2017-07-12,5.77010602905956
2017-07-13,6.24185840576292
2017-07-14,20.1224775648103
2017-07-15,12.8674562059965
2017-07-16,10.8432277832902
2017-07-17,16.9430768992418
2017-07-18,11.420155259386
2017-07-19,0.525304116484014
2017-07-20,9.02572876935458
2017-07-21,11.8743327895318
2017-07-22,10.2881586513891
2017-07-23,11.8263871943213
2017-07-24,3.47415604147477
2017-07-25,6.79247013461346
2017-07-26,20.988607399145
2017-07-27,6.65180885293298
2017-07-28,12.5254641617361
2017-07-29,8.10309244955264
2017-07-30,18.2538926263219
2017-07-31,15.7153247529706
2017-08-01,7.45139634110549
2017-08-02,11.8825691090769
2017-08-03,6.3281497965954
2017-08-04,6.12128229562543
2017-08-05,3.72181841350438
2017-08-06,11.6777491247211
2017-08-07,1.83560529390077
2017-08-08,5.69440078743939
2017-08-09,9.5437699373981
2017-08-10,9.67866811610242
2017-08-11,17.1866960183307
2017-08-12,7.94877740276568
2017-08-13,21.0924735331881
2017-08-14,16.5741559497969
2017-08-15,13.3789243846896
2017-08-16,5.86513975023642
2017-08-17,10.553127903231
2017-08-18,2.89572716524776
2017-08-19,18.107632504581
2017-08-20,20.3458007828163
2017-08-21,17.1981824507952
2017-08-22,19.6647766052274
2017-08-23,11.9522846411265
2017-08-24,2.60163028361754
2017-08-25,1.93040536767549
2017-08-26,7.75537222941809
2017-08-27,6.13342433361626
2017-08-28,6.7447166749436
2017-08-29,16.2389140355968
2017-08-30,16.4687895597131
2017-08-31,7.98670982807344
2017-09-01,3.78336231524582
2017-09-02,26.0760841575059
2017-09-03,10.5589303711629
2017-09-04,13.4698274577469
2017-09-05,12.213895545569
2017-09-06,16.5691906856041
2017-09-07,10.911487134853
2017-09-08,8.55976264212688
2017-09-09,2.24984875864375
2017-09-10,0
2017-09-11,5.48694389094913
2017-09-12,23.0338223020212
2017-09-13,5.37614904751194
2017-09-14,11.7496428000213
2017-09-15,15.0872680358317
2017-09-16,11.3553740433377
